नहीं .	లేదు .
हमारी बात ची त में मुझे तुम पर जयादा धयान देना चाहिए था .	మన సం భా ష ణ లలో నువవు చెపపే ది కూడా నేను బాగా వి ని ఉంటే బాగు ండ ే ది .
ये ब रे स ले ट कैसे हैं ?	ఈ బ రా స లె టలు ఎలా ఉననాయి ?
मैंने पूरा सी जन देखा	నేను మొతత ం సీ జ న చూ సే సా ,
और हर एक में च ुम ब की य गल ॉ मर ॉ क पत थ र लगा हुआ है ,	అలాగే ఇ వి ఒక దానికి ఒకటి దగగర గా ఉనన పపుడు
सुनो , इं जी नि यर !	హేయ , ఇం జి నీ ర !
- मुझे तुमहारी बना ई स जा व ट की चीजें पसंद आई ं . - धनयवाद .	- నువవు చేసిన డె క రే షన లు నాకు న చచా యి . - థాంక స .
अगर खुश कि सम ती से हम बू ढ े परा ण ी होने तक जी वि त रह पा ए .	ఈ రాతరి ని మనం మర చి పో తా ం అని నాకు అనిపి సతోంది .
शान दार है . और , हे मेरे ल ॉर ब पर भ ु . कया तुमने पर फ यू म का नया वि ज ञ ा प न देखा है जो . . .	అదభు తం . అలాగే , ఓ రి నా లా ర బ . నువవు కొతత గా వచచి న పె ర ఫ యూ మ యా డ చూశా వా . . .
कयोंकि मैं आज शा म को उसके लिए ख री द दा री करने जा रहा हूँ .	ఎందుకంటే నేను ఇ వాళ రాత రికి నా యా కస స రీ ని కొ న డానికి వెళ తుననాను .
तो , अब हम बाद में ख री द दा री करने नहीं जाएँगे ?	అయితే మనం తరవాత షా పి ంగ కి వెళల డం లేదా ?
ओह , हाँ , वह पता था .	ఓహ , సర లే , నాకు తెలుసు .
आ ह , कि शो र होना भी कया चीज है .	ఆ హ , టీ నే జ పరా యం భలే సమయం .
तो कयों न इसमें मजा करें ?	అలా ంట పపుడు ఎ ం జా య చేయ ొ చచు కదా ?
धनयवाद . मुझे थी म वाली पार टी के लिए म जे दार खा ने की चीजें इ जा द करना अचछा लगता है .	థాంక స . ఒక థ ీ మ ఉండే పార టీ కి తెలి వెన మెన యు ఐ ట మ లు చేయడం నాకు చాలా ఇషటం .
अपने बारे में हमें कुछ बताओ .	నీ గురించి నువవు కొంచెం చెపపు .
तुमने कर दिखा या ! तुमने अ ंग हिला ने के कार य कर म को बचा लिया !	నువవు సా ధి ంచా వు ! నువవు డా నస కార య కర మా నని కా పా డా వు !
पर अपने भा ष ण में तुमने थी म को बिलकुल सही तरी के से समझ ा या .	కానీ నువవు నీ స పీ చ తో మన థ ీ మ ని బాగా వయ క త పరి చా వు .
" डै ं प वा यर स " और " आकर ष क परा ण ी " को भूल जाओ . यह बडा शान दार त मा शा हो रहा है .	డా ం ప వె రస అలాగే హా ట బీ యి ంగ స కాదు , నాకు ఈ డ రా మా నే బాగా న చచి ంది .
ओह , मेरा आत म सम मान .	ఓహ , నా ప రు వు పోయింది .
पर वे श मना है	పర వే శం ని షి దధ ం
मुझे तुमहारी मदद नहीं चाहिए .	నాకు నీ సాయం అవసరం లేదు .
मौ त को हमारा थी म बना ने के बारे में तुमहारा कया वि चार है ?	చా వు ను మన డా నస థ ీ మ గా పె డి తే ఎలా ఉంటుంది అంటా వు ?
छ ल है ?	అబ దధ మా ?
और मेरा कया ?	నా సంగ తి ఏంటి ?
तुम वहाँ अंदर कया कर रहे हो ?	మీరు ఇకకడ ఏం చేసతుననా రు ?
चो टी से गिर ने वाला फ ला फ ल , ट मा टर परा ण ि यों का सू प ,	ఫ లా ఫె ల ఆ ఫ ఏ కలి ఫ , బ టర న ట స క వా ష బీ యి ంగ సూ ప ,
और अब आगे चीजें और अजीब होती जाएँ गी	ఈ జీవితం ఇక పె మరి ంత వి ంత గా మా రు తుంది అంతే
अरे , सुनो . लगता है तुमहारा दिन बडा नि रा शा जन क गु जरा है .	హలో , పిలల లూ . మీ రోజు బాగా ఒ తతి డి గా ఉనన టటు ఉ ందే .
तुमने मेरी बात सुन नी बंद कर दी है .	నువవు నా మాట విన డ మే మా నే సా వు .
हे मेरे ल ॉर ब पर भ ु ! क माल है .	ఓ రి , నా లా ర బ ! భలే ఉంది .
मैं तुमहें इतनी अचछी तरह नहीं जानता कि तुमहारी ठीक से बे इ जज ती कर ूँ .	అసలు నినను సరి గగా తి టట డానికి నాకు నీ గురించి పెదద గా తెలీదు కూడా .
तुम मुझे फै न स की कहा निया ँ पढ कर सुना ते हो	నువవు ఫ యా న ఫి కష నలు చ ది వి వి ని పి ంచి
तुमने अपनी कै द से जलदी छ ू ट ने के लिए इस जगह को चु ना .	డి టె న షన నుండి తవర గా బయట పడ ాలని నువవే ఈ పర దే శా నని ఎ ంచు కుననా వు .
मुझे लगा इसका थी म याद रख ने ला य क एक रात था कयोंकि तुम लग भ ग खतम हो गए थे .	నేను మన థ ీ మ " దా దా పు గా చచ చి పోయా ం అనిపి ంచిన ఎ పపటి కీ గురతు ండి పో యే రాతరి " అను కుననా నే .
हम केवल एक ऐसे शो के बारे में अपनी रा य बता रहे थे जो हमें पसंद है .	మేము మాకు న చచి న ఒక ష ో గురించి మా భా వ నను వయ క త పరి చా ం అంతే .
झा ग से मेरा अ ंग हिला ने का मन हो रहा है .	ఈ ఫో మ వలల నాకు డా నస వే య ాలని ఉంది .
अगर हम एक न ये दोसत वाला अ ंग हिला ना बना एँ तो तुमहें अचछा लगे गा ?	మనం కూడా కొతత ఫ రెండ డా నస ని కని పె డి తే నీకు ఏమెనా కా సత సంతోష ంగా ఉ ంటు ందా ?
तो जब ये एक - दूसरे के पास होते हैं . . .	అయ స కా ంత ం లా అ తు కకు ంటా యి కూడా . . .
खो प डी वाला सै ंड वि च ?	స కల బో న సా ండ వి చ ?
जब हमने यह करने की अन ुम ति दी तो मुझे लगा हमें स जा स ह नी पड जाए गी .	మేము ఈ కార య కర మా నికి ఒ పపు కో గానే మాకు శి కష వే సిన టటు ఉంటుంది ఏ మో అని అను కుననాను .
अगर वे सब अपने अ ंग एक ही समय पर न हिला एँ तो .	అది కూడా అందరూ ఒక ే సారి డా నస వే య కూడదు .
और उनके बिना जी वि त तो बिलकुल नहीं बच पा एँगे .	అలాగే అవి లే కపోతే ఎవరూ బర త క లే రు కూడా .
यह है ऑ र ब नाम क हमारा ग रह थोडा सा एक ओर झ ु का हुआ है	ఇ దు గో ండి మా పరపంచ ం ఇది కా సత వం పు గా ఉంటుంది
कृपया , एक कॉ फी पे य दी जिए .	ఒక కా ఫీ ఇవవ ండి , పలీజ .
मैं पूरी तरह समझ रहा हूँ .	నేను అరథం చేసుకో గలను .
कया तुमने मा लि क से पूछ लिया है ?	ఈ విష యానని ఓ న ర కి చెపపా వా ?
अब यह कहीं बेहतर है . क माल है , डै ं प वा यर से पहले हम करते कया थे ?	ఇపపుడు అది ఇంకా చాలా బాగుంది . వా వ , డా ం ప వె రస రా క ముందు అసలు మనం ఏం చేసే వా రం ?
सोच ो हम सब यहाँ कया कर रहे हैं .	మనం ఇకకడ చే సతునన విష యానని ఆలోచి ంచండి .
हमारे न ये दोसत वाला अ ंग हिला ना करके दिखा एँ ?	మన కొతత ఫ రెండ డా నస ని వే సి చూ పు దా మా ?
आ मत ौर पर सबसे बे ढ ं गा और सबसे मुशकिल मा ना जाता है .	అలాగే కష ట మెన ది గా అందరూ చూ సే ద శ ఒకటి ఉంది .
हमें जगह मिल जाए गी , बस यह जरू री नहीं कि वह अचछी जगह हो .	ఖచచితంగా దొ రు కు తుంది , కానీ మంచిది దొ ర కక పో వచచు .
यह हो सकती है . खु ले में चा ँ द ों के नीचे अ ंग हिला ने का कार य कर म .	కావాల ంటే అవ వ గల దు . చ ంద రు ని కా ంతి లో బయట డా నస వే య ొ చచు .
जिस से कि शो र होने के अपने रो ज मर रा के तना व ों को कुछ कम कर सक ें .	ఒక టీ న గా ఉండ డం వలల వచచే ఒ తతి డిని త గ గి ంచుకో వడానికి .
मैं हमेशा सोच ता था मैं अपने बे स टी के साथ जाकर अपना सबसे अचछे दोसत ों वाला अ ंग हिला ना कर ूँगा .	నేను మొదటి నుండి నా బె సట ీ తో వెళలి మా బె సట ఫ రెండ డా నస వే సతా ము అని అను కుననాను .
जरूर .	అలాగే .
मुझे खुशी हुई तुमहें यह जगह पसंद आई .	నీకు న చచి న ందుకు సంతోష ంగా ఉంది .
अभी तक नहीं .	ఇంకా లేదు .
तुमने कभी अ ंग नहीं हिला ए ?	నువవు ము ంద ె పపుడ ూ డా నస వే య లేదా ?
चलो , ते ज काम करें .	ఇక మొద లు పె డ తా ం .
तुम यह संभाल लो गी . वह लॉ कर याद करो .	నువవు ఇది చేయ గల వు . ఆ లా కర ని గురతు తె చచు కో .
यह औ द यो गि क जगह है . पर शायद हम इसे काम में ला सकते हैं .	ఇది ఫ యా క ట రీ నే . కానీ ఇకకడ ఏద ొక వి ధ ంగా మే నే జ చేయ ొ చచు అనుకుంటుననా ను .
कया मैं कॉ फी पे य या कल की ब ची आ धी मि ठा ई दे कर तुमहारा म ू ड ठीक कर सकता हूँ ?	మిమమలని ఉ త సా హ పర చ డానికి కొంచెం కా ఫీ లేదా ని నన టి స వీ ట ల పె స గం త గ గి ంపు లాంటి ది ఏదెనా ఇవవ నా ?
मुझे नहीं लगा था मैं यह कर पा ऊँगा .	నేను ఈ పని ని చేయ గలను అని అస స లు అనుకో లేదు .
इन हा ला त ों के लिए शु भ काम ना एँ .	నీ పరిసథి తి చ కక బడ ాలని కో రు కుంటుననా .
मुझे माफ कर दो मैंने वह सब कुछ कहा .	నేను అనన మాట లకు ననను కషమించు .
मैं तो यहाँ स जा का ट ने आई हूँ . तुम यह तक ली फ कयों मो ल ले रहे हो ?	నే న ంటే శి కష గా ఇకకడికి వచచా ను . నువవు అన వ సర మెన తల న ొ పప ి ని మీద పెటటు కుంటుననా వు .
उन जी व ों का बकवास हम ला !	చెతత ఎ లు కల తల న ొ పప ి !
आज मैं आकर ष क परा ण ी के तरी के से चे ह रे पर नि खा र ला ऊँगा .	నేను ఇ వాళ హా ట బీ యి ంగ స ముఖ స ౌ ంద రయ ర ొ టీ న ని ట రె చేసతుననా .
जरूर , आप एक , दो या पाँच घ ंट ों के लिए बैठ कर कॉ फी पी ना चाहते हैं ?	సరే , నీకు సమ ాల , మీ డి యం లేదా లా ర జ కా ఫీ లలో ఏ ది కావాలి ?
तुमहारे लिए यह इतना जरू री कयों है ?	నీకు ఈ పని ఎందుకు అంత ముఖ యం ?
कया घट िया जगह है .	ఛ ండ ాల ంగా ఉంది .
ऐसे उ दा स रह कर .	వ ృ ధా చేసుకో కూడదు .
मुझे परा ण ि यों को म जे करते देखना अचछा लगता है .	నాకు అందరూ ఎ ం జా య చే సతు ంటే చూడ డం ఇషటం .
हमें बस इतना पता है हम जी वि त हैं	మనం పరా ణ ాల తో ఉననా మని మాతరమే మనకు తెలుసు
और आ शा है कुछ सी ख ेंगे . शुरू करो .	ఏమెనా నే రచు కో గల ం ఏ మో చూ దదాం . మొద లె డ దాం .
पर इन के गा ल वा कई बहुत सु ंदर हैं .	కా కపోతే వీ ళళు చాలా అంద ంగా అయితే ఉననారు .
के यर फु ल ना ओ	కే ర ఫ ు ల నవ
और मुझे " आकर ष क परा ण ी " बहुत पसंद आया .	ఇపపుడు నాకు కూడా హా ట బీ యి ంగ స బాగా న చ చేసి ంది .
परा ण ि यों को वै सी ही खुशी देना चाहता था और आ शा थी कि अपने खुद के कुछ दोसत बना ऊँगा .	అపపుడు నేను కూడా వారి లా గే ఎ ం జా య చే సతూ నా క ంట ూ ఫ రెండ స ని చేసుకో గలను .
मुझे यह जयादा पसंद था जब यह सा मान य ख ून पी ने के बारे में था .	ఒక పపటి లా సి ంపు ల గా రక తా నని తా గ డం గురి ంచే ఉండే క థ ను నేను మి స అవు తుననాను .
मजाक कर रहा हूँ .	జో క చేసతుననా .
और फिर मेरे सारे स ॉ स प ॉ के ट खा जाते हो . यह तो अब दो स ती रही ही नहीं है .	ఆ తరవాత నా సా స ప యా కె ట స అన నీ తి నే సతుననా వు . నాకు ఇది అసలు ఫ రెండ షి ప లా గే అనిపి ంచడం లేదు .
इन के शो " आकर ष क परा ण ी आकर ष क चीजें करते हैं " में केवल अ ह ं कार ही भ रा है .	హా ట బీ యి ంగ స డ ూ హా ట థ ి ంగ స కార య కర మ ం అంతా వాళళ అ హం గురి ంచే .
यह तो दु ः ख की बात है .	అది చాలా బా ధా క రం .
किसी ऐसे ने जि से मैं अपना दोसत समझ ती थी , मुझ पर जान बू झ कर अ ंग हिला ने का कार य कर म ख रा ब करने का	నేను ఫ రెండ అను కునన ఒక రు ఈ డా నస పార టీ ని నేనే కా వాలని పా డు చేశా ను అని ఆ రో పి ంచి
कया मतलब है कि रो एँ दार प नी र वाले जी व यहाँ भर गए हैं ?	ఎ లు కలు చ ొ ర బడ డా యి అంటే ఏంటి అసలు నీ ఉదదేశం ?
समझ रहे हो इससे कया होगा ?	దీని వలల ఏమ వు తు ందో అరథ మ వు తు ందా ?
फिर हम आ राम से बैठ कर शर ब त पी सकते हैं	అపపుడు మనం రి లా కస అయి కొంచెం బ ల డ డ రి ం కు తా గు తూ
बेशक . वैसे भी मेरे पास और चा रा ही कया था .	ఏం పర లేదు . చేయ కుండా ఉండ డానికి నాకు అవకా శం లేదు కదా .
यह एक वय क ति की स मि ति है .	ఈ క మి టీ లో ఒకక రు మాతరమే ఉననారు .
और कुछ नहीं , बस आकर ष ण है .	అంద ం తపప ఇం కే ం లేదు .
दो घ ंट ों के लिए .	మీ డి యం ఇవవ ండి , పలీజ .
उसके बारे में तो हम देख ल ेंगे .	దాని సంగ తి తరవాత చూ దదాం .
मेरा मतलब तुमहारे लिए था .	నే నె తే ని న నే అననా ను .
" आकर ष क परा ण ी . "	హా ట బీ యి ంగ స .
यह आ खि री मे ज था .	ఇదే చి వరి ది అను కు ంట .
तो कयों न आज जी लें !	కాబటటి ఇ వాళ ఎ ం జా య చే దదాం !
बु रे शो को पसंद करने वाला .	చెతత కార య కర మ ాలను ఇష ట పడ ే వయకతి .
बुरा बर ता व करने के लिए मुझे भी माफ कर दो .	నేను కూడా పొ గ రు గా ఉనన ందుకు కషమించు .
मैं किसी और को तुमहारी जगह नहीं दे रहा था और न ही तुमहें नजर अं दा ज कर रहा था .	నేను నీ సథా నా నని ఇం కొ కరి కి ఇవ వాల నో నినను దూ రం పెటట ాల నో చూడ లేదు .
हमें अ ंग हिला ने के कार य कर म के लिए एक जगह की जि तनी जरूरत है ,	డా నస వే య డానికి పర దేశం కోసం చూ సతునన మన తో పో ల చి తే
और परा ण ी का आत म विश वास सबसे नि चले स तर पर पहुँच जाता है .	అలాగే ఆ తమ గ ౌ ర వం బాగా ద ె బబ తి నే సమయం కూడా ఇదే .
यह बात ची त सवा भा वि क ढ ंग से खतम हो गई है .	ఇపపుడు మన సం భా ష ణ మా మూ లు గానే ఒక ము గి ంపు కు వచచింది .
तुम खुद को खत रे में डाल रही हो .	నినను నువవే పరమా ద ంలో కి నె టటు కుంటుననా వు .
उप - शी र ष क अनु वाद क : म ृ ण ा ल	స బ టె టి లస అ నువ ది ంచింది : జో సె ఫ
तुमहें कैसे पता चला कि तुमहें अ ंग हिला ने के कार य कर म आ यो जि त करना पसंद है ?	నీకు డా న సు లు ఏ ర పాటు చేయడం అంటే ఇషటం అని నీ కె లా తెలి సింది ?
यह म जे दार हो सकता है . औ द यो गि क जगह .	ఇకకడ బా నే ఉండే లా ఉంది . ఒక ఫ యా క ట రీ లు క ఉంది .
मुझे वह शो पसंद है .	నాకు న చచు తుంది .
ये चि पक जाते हैं . कया म सत चीज है .	అవి అ తు క కుననా యి . భలే ఉంది !
वे हमारे टी म वर क को नहीं हरा सकते .	కు ర రా ళళు వచచి నా సా టి రా రు .
यह म जे दार गर ु प लग रहा है . बाद में मिल ते हैं !	వాళళు బాగా ఎ ం జా య చే సతునన టటు ఉననారు . నినను మళళీ కలు సతాను .
ठीक है . मुझसे तो कुछ हो नहीं रहा .	సరే . నాకు కూడా ఏం ప లే చేయ ాలో తెలియ డం లేదు .
चाह े कितनी ही बा सी मी ठ ी मि ठा इ या ँ हों ,	మేము పా త బడ డ స వీ టలు ఎ నని తి ననా
एक ऐसे परा ण ी के हि सा ब से जि से बातें करना - सुन ना बहुत पसंद है ,	నాకు కూడా మాటలాడ టం అలాగే విన డం చాలా ఇష ట మే అయి నా
हाँ . लग तो रहा है .	అవును . నాకు అలాగే ఉంది .
मैं इसे छ ि पा कर रख ता हूँ , तुमहारी रकष ा करने के लिए और तुमहें पयार करने के लिए .	నేను నినను కా పా డ డానికి అలాగే పరే మి ంచ డా ని కే ఈ విష యానని దా చా ను .
बे कार ! यह तो बच चों वाला गा ना है .	ఛ ీ ! అది చినన పిలల ల సంగ ీ తం .
यह अ ंग हिला ने का कार य कर म अस फ ल हो गया है और अब मेरे कोई दोसत नहीं बन ेंगे .	ఈ డా నస ఏం బ ాల ేదు , ఇపపుడు నేను ఫ రెండ స ని చేసుకో లేను కూడా .
कया तुमने जान बू झ कर मेरा काम बर बाद किया ?	కావాల నే నా ప లా న ని పా డు చేశా వా ?
हम अपना सबसे अचछे दोसत ों वाला अ ंग हिला ना करते हुए बहुत अचछे लग ेंगे .	మనం మన బె సట ఫ రెండ డా నస వే సతు ండ గా భలే అదభు తంగా ఉంటా ం !
शायद अचछा रहे गा अगर हम उस नए छा तर को अपने साथ ले जाएँ .	మనం ఆ కొతత వి ద యా రథ ి ని కూడా మన తో తీసు కె ళ ి తే బాగు ంటుంది ఏ మో అనిపి సతుంది .
मैं तुमहें ड रा ना नहीं चाहता था . यकीन दि ला ता हूँ मैं डै ं प वा यर नहीं हूँ .	నినను భయ పెటట డం నా ఉదదేశం కాదు . నేనే ం రక త పి శా చి ని కాదు .
हाँ , मैंने उसका इस ते माल करके स ूँ ड वाले जी व के पा द ने की आवा ज ें	అవును , నేను ఒక ఏ ను గు పి తతి తే ఎలా ఉ ంటు ందో అలా ంటి
यह देखना बहुत तक ली फ दे ह है .	నినను చూ సతు ంటే నాకు బాధ గా ఉంది .
यह अचछा लगा . हाँ . कितना मजा आने वाला है .	నాకు అది చాలా ఇషటం . అవును . ఇది భలే సర ద గా ఉండ బో తుంది .
मैं खतम होने के थी म वाले इस अ ंग हिला ने के कार य कर म को खतम होने से बचा ऊँ गी .	నేను చా వు గురించి పె టటి న ఈ డా నస చా వ కుండా కా పా డ బో తుననాను .
मेरी गाडी आ गई है . चलो , आने वाले अ ंग हिला ने के कार य कर म के लिए कुछ यो जना बना एँ .	కారు వచచింది . వచచే డా నస కార య కర మా నికి మనం ఏమెనా ప లా న చే దదాం .
हा ला ँ कि यह सवी कार करना मुशकिल होगा कि तुमहारे कोई दोसत नहीं हैं ,	నీకు ఫ రెండ స ఎవరూ లే రని చెపప డం కష ట ంగా నే అనిపి ంచి నా
और यह जयादा समय के लिए नहीं होगा तो अचछा होगा हम पै र ों में न लिया ँ डाल लें	అది ఎ ంతో కాల ం ఉండ దు కాబటటి ఈ పరప ంచా నని తిరిగి చూ సతే మంచిది
आ भा र . कया तुम इसके फै न हो ?	చాలా సంతోష ం . నువవు కూడా అభి మా ని వా ?
इसलिए कोई अपना नाम नहीं ड ल वा ता कयोंकि वे इसकी जि म मे दा री नहीं लेना चाहते .	కాబటటి ఆ బాధ యత తీసుకో వడం ఇషటం లేక ఎవరూ ఈ క మి టీ లో చే ర రు .
बहुत जयादा चाहते हैं .	ఖచచితంగా కావాలి .
कयोंकि परा ण ी बिना भे जे के याद नहीं रख पा एँगे .	ఎందుకంటే మె ద ళళు లే కపోతే ఎవ రికీ ఈ కార య కర మ ం గురతు ండ దు కదా .
कया तुम कभी सोच ते हो , " अरे , अगर मेरे श री र की ग ं ध श री र जै सी न हो तो ? "	మీకు ఎపపుడ ెనా , " హేయ , ఒక వే ళ నా శ రీ రం వా స న అసలు శ రీ రం లా రా కపోతే ఎలా ఉంటుంది " అని అనిపి సతు ందా ?
कह नहीं सकता , शायद बातें करते थे ?	ఏ మో , మాటలాడు కునే వా రం ఏ మో ?
मैं अपने जी वन दा ता ओं के प द चि ह नों पर चल कर	నేను మా అమమా నానన ల అడుగు జా డ లలో న డ వాలి అను కుననాను ,
पर इसका यह मतलब नहीं कि मैं तुमहारे साथ जाने को लेकर उ त सा हि त नहीं हूँ .	అలా అను కునన ంత మా త రా న నీ తో వెళల డం నాకు ఇషటం లే దని కాదు .
अब मुझे फिर से शुरू करके कोई न ई जगह ढूँढ नी होगी .	ఇపపుడు నేను మళళీ మొదటి నుండి మొద లె టటి ఇం కొ క పర దే శా నని కని పెటట ాలి .
न क ली भे जे कयों ?	న కి లీ మె ద ళళు ఎందుకు ?
इन के " आकर ष क परा ण ी " वाले पक वा न खा कर देखो .	ఆ హా ట బీ యి ంగ స స నా కస ని చూడ ండి .
डै ं प वा यर के बारे में बल ॉ ग , " मेरा ख ून डै ं पी स को दो " के अनु सा र . वह रो श नी की कि रण एक डै ं प वा यर ज हा ज है .	నా రక తా నని డా ం పీ స కి ఇవవ ండి బ లా గ పర కా రం ఆ లెట డా ం ప వె ర షి ప నుండి వచచింది అ ంట .
मेरे वि चार में 1 00 तक आ सकते हैं	నే నె తే ఒక 1 00 మంది వర కు వ సతే పర లేదు అంటా ను ,
अरे , नहीं . मेरी कि ता ब ें गिर गई ं .	ఓహ , అయ యో . నేను నా నో ట బు క ని పా డే సు కుననాను .
अगर हमारे दोसत ों को मजा आए गा .	మేము ఈ పని ని బాగా చేసా మో లే దో చెపప లే ము .
हमने अ ंग हिला ने के कार य कर म को बचा लिया .	మనం డా నస కార య కర మా నని కా పా డా ం .
अचछा , तो अब जो शी ले नि रा ले परा ण ि यों !	సరే , నా అ లల రి పి డుగు లలా రా !
- सही है . - यह तो दु ः ख की बात है .	- అవును . - చాలా దారు ణం .
जो तुमने कहा , उससे तो मुझे यह स जा ही लग ती है .	నువవు చెపపి న దానిని బటటి , నా కె తే ఇది మంచి శి కష లా గే ఉండే లా ఉంది .
हमें मजा आया और यह स जा बु री भी नहीं थी .	మనం ఎ ం జా య చేసా ం , ఇదే మి అంత దారు ణ మెన శి కష లా గ ఏమీ లేదు .
तुम उ दा स लग रही हो , दोसत .	నువవు బాధ పడు తునన టటు ఉననావు , ఫ రెండ .
तो मेरे लिए सम मान की बात होगी .	నేను చాలా సంతో షి సతాను .
तो इस अ ंग हिला ने के कार य कर म के बारे में . कया तुम जाओ गे ?	అయితే ఆ డా నస సంగ తి చెపపు . నువవు వెళ తా వా ?
स दा यु वा	శా శ వ త య వ వ నం
बहुत बढिया किया !	నువవు భలే డా నస వే శా వు !
चाह े कि तने भी रो ए ं दार जी व हों या बे कार जग हें या आ ल सी कि शो र हों ,	మన టీ మ వర క కి ఎ నని ఎ లు కలు అడ డు వచచి నా దారు ణ మెన పర దే శ ాలు ఎదు రె నా , లేక ఎంత మంది బ దద క సతు లెన
वह खतम हो गए .	ఆ ఫ రెండ చని పోయా రు .
वह कुछ ऐसे है . . .	అది ఎలా ఉంటుంది అంటే . . .
तो आप लोग रे स तो रा ं के इस भाग में नहीं आ पा एँगे .	కాబటటి రె సటా రె ంట లో ఉండ గా మీకు ఇకకడికి రా వడానికి అను మ తి ఉండ దు .
तुम ऐसे कयों कर रही हो ?	నువవు ఇంత పని ఎందుకు చేసతుననా వు ?
आकर ष क परा ण ी आकर ष क चीजें करते हैं रि पल और माँ स - पे शि यों के साथ	హా ట బీ యి ంగ స డ ూ హా ట థ ి ంగ స క ండ లు ఇంకా యా బ స తో
कभी - कभी मैं किसी अलग जगह कुछ समय बि ता ता हूँ	కొనని సా రలు నాకు వే ర వే రు పర దే శ ాల లో ఉండ డం న చచు తుంది , ఇలా చే సతే
समझ रही हूँ . काफी दु ः ख ी करने वाली सोच है पर मैं समझ रही हूँ .	అవు తుంది . ఆ పని చేయడం కష ట మే , కానీ అరథ మెంది .
कि शो रा व स था के अ ंग हिला ने के द ौ रा न सा मा जि क ना ट की य ता अपने चर म पर पहुँच जाती है .	ఈ పరా మ డా నస లో అ ధి క సథా యి లో పిలల ల మధయ డ రా మా ఏ ర పడు తుంది .
कया कुछ समय लॉ कर में बि ता ना चा होगी ?	బహుశా లా కర లో కొంచెం సే పు గ డి పి తే బాగు ంటుంది ఏ మో ?
मेरे बच प न में , मेरे जी वन दा ता ओं को अपने दोसत ों के लिए अ ंग हिला ने वाली पार ट ियाँ देना	నా చినన పపుడు , మా అమమా నానన లకు కూడా తమ ఫ రెండ స కోసం డా నస పార టీ లు
कि इसी समय के द ौ रा न कि शो रा व स था का अ ंग हिला ना या नि ना च ना शुरू होता है .	ఆ సమయం లోనే పరా మ డా నస అనే ది కూడా ఏ ర పాటు చేయ బ డు తుంది .
हमें मजा आया . पर हमने अचछा काम किया या नहीं , यह तो त भी पता चले गा	సర దా గా గ డి చి ంది . కానీ మా తో టి వారు ఎ ం జా య చేసే వర కు
सब लोग , अपनी कला स के नए परा ण ी से मि लो .	మీ కొతత క లా స మే ట ని కల వ ండి .
मेरे साथ इतना धी र ज रख ने के लिए धनयवाद .	నాతో ఓ ర పు గా ఉనన ందుకు థాంక స .
खतम होने का खत रा हम में ऐसी बे मि साल अस ली खुशी ज गा ता है	చచ చి పో తా ం ఏ మో అనన రి స క వలల వచచే భ యం మన లో లోప ల ఉనన సంతోష ా నని వె లి కి తీ సతుంది ,
नहीं . मेरा मतलब , उनके लिए .	అలా కాదు . నా ఉదదేశం వారి విషయం లో అని .
मैं तो तुमहारे आत म विश वास से बहुत पर भा वि त हुआ था	నా బె సట ీ తో నువవు గొ డ వ పడు తునన పపుడు
ये अपने कार य कर म के लिए के यर फु ल ना ओ को बु क करना चाहते हैं .	డా నస కోసం కే ర ఫ ు ల నవ బు క చేసు కుంటా రు అ ంట .
जब तुम मेरे बे स टी या नि सबसे अचछे दोसत से बह स कर रहे थे .	నీ ఆ తమ వి శ వా సా నని చూడ డం నాకు చాలా న చచి ంది .
बहुत दु ः ख की बात है .	నిజంగా దారు ణం .
मुझे तुमहारी टो पी पसंद आई .	నాకు నీ టో పీ న చచి ంది .
मुझे इस अ ंग हिला ने के कार य कर म को बचा ना ही होगा .	నేను ఈ డా నస ని ఎలా గ ెనా బాగు చేయాలి .
मतलब , परा ण ि यों को तुमहारे वहाँ होने की खुशी नहीं मिली . तुमहारे साथ अ ंग हिला ने की .	అంటే నీ తో కలిసి ఉండే ఆన ంద ం వా రికి దొ రక లేదు . అంటే , డా నస వే సే ఆన ంద ం .
ऐसे मो ड के बारे में कौन सोच सकता था ?	అసలు అలా ంటి ట వి సట ు ఉంటుంది అని ఎవరు మా తరం అనుకో గల రు ?
हाँ . समझ नहीं आ रहा .	ఏ మో . నాకు అలా అనిపి ంచడం లేదు .
कयोंकि आपने ही उसे बना या है . एक , दो , तीन , शुरू करो !	ఎందుకంటే ఆ డా నస ని మీ రే కని పె టటి ఉంటా రు కదా . ఒకటి , రెండు , మూ డు , కా నివ వ ండి !
हम इस अ ंग हिला ने के कार य कर म में अपने दोसत ों के साथ अपने अ ंग हिला ने के लिए आए थे ,	మనం మన ఫ రెండ స తో కలిసి డా నస వే య డానికి ఈ డా నస కి వచచా ము ,
तुमहारा कया ? यह सब तुमहारी गलती है .	నీ సంగ తా ? ఇ దంతా నీ తపప ే .
कया तुम मेरे साथ अ ंग हिला ना चा हो गे ?	నాతో కలిసి డా నస వే సతా వా ?
अचछा , कयों न तुम बैठ ने के लिए जगह . . .	సరే , నువవు వెళలి అకకడ . . .
- अ भ ि वाद न . - अ भ ि वाद न .	- హలో . - హలో .
- हैलो . कुछ सोच रहे हो ? - कुछ खास नहीं .	- హేయ , ఫ రెండ . నీ మన సు లో ఏమెనా ఉందా ? - పెదద విషయం ఏం కాదు .
